device,motif_number,power,apparentpower,reactivepower,factor,window_size
Slushi_maker,1,"[43.46666666666667, 43.45, 43.7, 43.349999999999994, 43.56666666666666, 43.55, 43.3, 43.45, 43.25, 43.43333333333334, 43.55, 43.25, 43.349999999999994, 43.43333333333334, 43.4, 43.599999999999994, 43.15, 43.46666666666667, 43.35, 43.75, 43.3, 43.5, 43.5, 43.3, 43.55, 43.65, 43.5, 43.53333333333333, 43.2, 345.34999999999997]","[78.36, 78.36, 78.36, 78.475, 78.59, 78.59, 78.59, 78.36, 78.36, 78.36, 78.36, 78.36, 78.36, 78.59, 78.36, 78.36, 78.36, 78.36, 78.36, 78.36, 78.36, 78.475, 78.59, 78.36, 78.53, 78.76, 78.59, 78.59, 78.475, 362.63]","[65.2, 65.19999999999999, 65.05, 65.4, 65.43333333333334, 65.45, 65.6, 65.19999999999999, 65.30000000000001, 65.2, 65.15, 65.35, 65.25, 65.5, 65.25, 65.1, 65.4, 65.2, 65.30000000000001, 65.0, 65.3, 65.3, 65.46666666666667, 65.30000000000001, 65.35, 65.55000000000001, 65.5, 65.43333333333334, 65.55000000000001, 32.5]","[0.5566666666666668, 0.555, 0.56, 0.55, 0.5533333333333333, 0.55, 0.55, 0.555, 0.55, 0.5533333333333333, 0.56, 0.55, 0.55, 0.5533333333333333, 0.555, 0.555, 0.55, 0.5566666666666668, 0.555, 0.56, 0.55, 0.555, 0.55, 0.555, 0.555, 0.555, 0.555, 0.5533333333333333, 0.55, 0.78]",30
Slushi_maker,2,"[43.85, 43.8, 43.75, 43.833333333333336, 43.7, 43.8, 43.75, 43.800000000000004, 43.6, 43.75, 43.8, 43.6, 43.666666666666664, 43.849999999999994, 43.65, 43.8, 43.63333333333333, 43.75, 43.650000000000006, 43.7, 43.650000000000006, 43.666666666666664, 43.5, 43.75, 43.65, 43.53333333333333, 43.5, 43.75, 43.5, 43.6]","[156.37, 78.82, 78.82, 78.82, 78.82, 78.82, 78.82, 78.82, 78.99, 78.99, 78.82, 78.82, 78.99, 78.99, 78.99, 78.99, 78.91333333333334, 78.76, 78.875, 78.99, 78.99, 78.99, 78.99, 78.99, 78.99, 78.99, 78.99, 78.99, 78.99, 78.99]","[147.6, 65.5, 65.55, 65.5, 65.6, 65.55, 65.55, 65.53333333333333, 65.9, 65.75, 65.5, 65.7, 65.8, 65.7, 65.80000000000001, 65.75, 65.76666666666667, 65.5, 65.69999999999999, 65.8, 65.85, 65.8, 65.95, 65.75, 65.80000000000001, 65.9, 65.9, 65.80000000000001, 65.95, 65.9]","[0.375, 0.56, 0.555, 0.56, 0.55, 0.555, 0.555, 0.5566666666666668, 0.55, 0.55, 0.56, 0.55, 0.55, 0.555, 0.55, 0.555, 0.5533333333333333, 0.555, 0.55, 0.55, 0.55, 0.55, 0.55, 0.55, 0.55, 0.55, 0.55, 0.555, 0.55, 0.55]",30
Slushi_maker,3,"[163.45, 163.55, 163.85, 163.83333333333334, 164.0, 163.65, 164.14999999999998, 164.03333333333333, 163.75, 163.9, 163.85000000000002, 163.95, 163.9, 163.60000000000002, 43.6, 43.6, 43.666666666666664, 43.4, 43.55, 43.6, 43.4, 43.4, 43.45, 43.5, 43.6, 43.46666666666667, 43.5, 43.349999999999994, 43.4, 43.5]","[233.71, 234.4, 234.4, 233.71, 234.63, 233.94, 233.25, 234.01666666666665, 234.4, 233.25, 233.825, 234.195, 233.37666666666667, 233.415, 233.96499999999997, 156.265, 78.36, 78.36, 78.36, 78.13, 78.13, 78.36, 78.36, 78.295, 78.11500000000001, 78.08666666666666, 78.13, 78.13, 78.36, 78.36]","[167.05, 167.95, 167.65, 166.66666666666666, 167.8, 167.2, 165.75, 166.93333333333334, 167.75, 166.0, 166.85, 167.25, 166.13333333333333, 166.5, 229.89999999999998, 147.65, 65.06666666666666, 65.25, 65.15, 64.85, 65.0, 65.2, 65.19999999999999, 65.1, 64.80000000000001, 64.83333333333333, 64.9, 65.0, 65.25, 65.15]","[0.7, 0.7, 0.7, 0.6999999999999998, 0.7, 0.7, 0.7, 0.6999999999999998, 0.7, 0.7, 0.7, 0.7, 0.6999999999999998, 0.7, 0.19, 0.375, 0.56, 0.555, 0.56, 0.56, 0.56, 0.55, 0.555, 0.555, 0.56, 0.5566666666666668, 0.56, 0.555, 0.555, 0.555]",30
Slushi_maker,4,"[163.5, 163.95, 163.45, 163.6, 163.85, 164.05, 163.89999999999998, 163.76666666666665, 164.05, 163.45, 163.55, 163.85, 163.83333333333334, 164.0, 163.65, 164.14999999999998, 164.03333333333333, 163.75, 163.9, 163.85000000000002, 163.95, 163.9, 163.60000000000002, 43.6, 43.6, 43.666666666666664, 43.4, 43.55, 43.6, 43.4]","[232.265, 232.61, 232.38, 232.60999999999999, 233.27499999999998, 233.48, 233.48, 234.4, 234.055, 233.71, 234.4, 234.4, 233.71, 234.63, 233.94, 233.25, 234.01666666666665, 234.4, 233.25, 233.825, 234.195, 233.37666666666667, 233.415, 233.96499999999997, 156.265, 78.36, 78.36, 78.36, 78.13, 78.13]","[165.0, 165.05, 165.15, 165.33333333333334, 166.05, 166.15, 166.3, 167.73333333333335, 166.95, 167.05, 167.95, 167.65, 166.66666666666666, 167.8, 167.2, 165.75, 166.93333333333334, 167.75, 166.0, 166.85, 167.25, 166.13333333333333, 166.5, 229.89999999999998, 147.65, 65.06666666666666, 65.25, 65.15, 64.85, 65.0]","[0.705, 0.705, 0.7, 0.7033333333333333, 0.7, 0.7, 0.7, 0.6999999999999998, 0.7, 0.7, 0.7, 0.7, 0.6999999999999998, 0.7, 0.7, 0.7, 0.6999999999999998, 0.7, 0.7, 0.7, 0.7, 0.6999999999999998, 0.7, 0.19, 0.375, 0.56, 0.555, 0.56, 0.56, 0.56]",30
Slushi_maker,5,"[43.25, 43.349999999999994, 43.43333333333334, 43.4, 43.599999999999994, 43.15, 43.46666666666667, 43.35, 43.75, 43.3, 43.5, 43.5, 43.3, 43.55, 43.65, 43.5, 43.53333333333333, 43.2, 345.34999999999997, 225.75, 175.96666666666667, 178.0, 179.1, 181.05, 182.2, 182.63333333333333, 182.89999999999998, 182.35000000000002, 181.55, 180.36666666666667]","[78.36, 78.36, 78.59, 78.36, 78.36, 78.36, 78.36, 78.36, 78.36, 78.36, 78.475, 78.59, 78.36, 78.53, 78.76, 78.59, 78.59, 78.475, 362.63, 261.71000000000004, 246.12, 242.45999999999998, 243.05, 244.065, 245.08499999999998, 246.12, 246.58, 246.465, 246.35, 245.66]","[65.35, 65.25, 65.5, 65.25, 65.1, 65.4, 65.2, 65.30000000000001, 65.0, 65.3, 65.3, 65.46666666666667, 65.30000000000001, 65.35, 65.55000000000001, 65.5, 65.43333333333334, 65.55000000000001, 32.5, 86.95, 172.0666666666667, 164.65, 164.35, 163.7, 163.89999999999998, 165.0, 165.35, 165.8, 166.5, 166.79999999999998]","[0.55, 0.55, 0.5533333333333333, 0.555, 0.555, 0.55, 0.5566666666666668, 0.555, 0.56, 0.55, 0.555, 0.55, 0.555, 0.555, 0.555, 0.555, 0.5533333333333333, 0.55, 0.78, 0.855, 0.7166666666666667, 0.735, 0.74, 0.74, 0.745, 0.7399999999999999, 0.74, 0.74, 0.74, 0.7333333333333334]",30
Steamer,1,"[10.142857142857142, 1680.0, 1677.2, 1673.5714285714287, 1668.3333333333333, 1667.5, 1666.4545454545455, 1664.6153846153845, 1664.0, 1664.0, 1663.5555555555557, 1663.6, 1665.0, 1665.0, 1665.0, 1665.0, 1665.0, 1664.7777777777778, 1664.5555555555554, 1664.3333333333333, 1664.0, 1663.0833333333333, 1658.4, 1660.0, 1663.5, 1667.0, 1666.6666666666667, 1666.3333333333335, 1666.0, 1665.6666666666667]","[15.0, 1680.0, 1677.2, 1673.5714285714287, 1668.3333333333333, 1667.5, 1666.4545454545455, 1664.6153846153845, 1664.0, 1664.0, 1663.5555555555557, 1663.6, 1665.0, 1665.0, 1665.0, 1665.0, 1665.0, 1664.7777777777778, 1664.5555555555554, 1664.3333333333333, 1664.0, 1663.0833333333333, 1658.4, 1660.0, 1663.5, 1667.0, 1666.6666666666667, 1666.3333333333335, 1666.0, 1665.6666666666667]","[7.714285714285714, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.5142857142857143, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",30
Steamer,2,"[5.0, 1116.2, 1666.2, 1664.3333333333333, 1664.0, 1664.0, 1664.0, 1662.6666666666667, 1661.75, 1660.4, 1662.0, 1663.6666666666667, 1665.3333333333333, 1667.0, 1667.0, 1667.0, 1669.4444444444443, 1667.0, 1666.111111111111, 1667.0, 1667.0, 1667.4, 1668.2, 1669.0, 1669.0, 1668.6, 1668.142857142857, 1667.5714285714284, 1667.0, 1666.5555555555557]","[10.0, 1117.2, 1666.2, 1664.3333333333333, 1664.0, 1664.0, 1664.0, 1662.6666666666667, 1661.75, 1660.4, 1662.0, 1663.6666666666667, 1665.3333333333333, 1667.0, 1667.0, 1667.0, 1669.4444444444443, 1667.0, 1666.111111111111, 1667.0, 1667.0, 1667.4, 1668.2, 1669.0, 1669.0, 1668.6, 1668.142857142857, 1667.5714285714284, 1667.0, 1666.5555555555557]","[9.0, 1.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.44000000000000006, 0.8879999999999999, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",30
Steamer,3,"[562.8518518518518, 1120.9259259259259, 1679.0, 1676.5555555555557, 1675.0, 1673.6666666666667, 1673.0, 1673.0, 1673.0, 1673.0, 1673.0, 1673.0, 1673.0, 1673.0, 1673.0, 1673.0, 1673.0, 1673.0, 1673.6, 1674.2, 1672.6363636363637, 1672.6, 1672.4545454545455, 1671.0, 1671.0, 1670.5555555555557, 1667.2, 1665.0, 1666.3333333333333, 1667.6666666666667]","[566.3333333333334, 1122.6666666666667, 1679.0, 1676.5555555555557, 1675.0, 1673.6666666666667, 1673.0, 1673.0, 1673.0, 1673.0, 1673.0, 1673.0, 1673.0, 1673.0, 1673.0, 1673.0, 1673.0, 1673.0, 1673.6, 1674.2, 1672.6363636363637, 1672.6, 1672.4545454545455, 1671.0, 1671.0, 1670.5555555555557, 1667.2, 1665.0, 1666.3333333333333, 1667.6666666666667]","[6.0, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.6311111111111112, 0.8155555555555556, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",30
Steamer,4,"[1666.7142857142858, 1667.0, 1666.6666666666667, 1665.4285714285713, 1665.5714285714287, 1665.0, 1665.0, 1664.8333333333333, 1665.0, 1665.0, 1664.5833333333333, 1662.4285714285713, 1665.0833333333333, 1665.4, 1665.0, 1664.611111111111, 1664.2222222222222, 1662.1666666666667, 1659.142857142857, 1660.4, 968.2857142857143, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0]","[1666.7142857142858, 1667.0, 1666.6666666666667, 1665.4285714285713, 1665.5714285714287, 1665.0, 1665.0, 1664.8333333333333, 1665.0, 1665.0, 1664.5833333333333, 1662.4285714285713, 1665.0833333333333, 1665.4, 1665.0, 1664.611111111111, 1664.2222222222222, 1662.1666666666667, 1659.142857142857, 1660.4, 1653.7142857142858, 1649.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 868.5714285714286, 1649.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.5857142857142856, 0.0, 0.42, 0.42250000000000004, 0.44999999999999996, 0.43454545454545457, 0.43416666666666665, 0.42800000000000005, 0.4272727272727273, 0.43099999999999994]",30
Steamer,5,"[4.0, 4.0, 4.0, 4.0, 4.4, 1056.8, 1673.8, 1671.0, 1667.8, 1667.0, 1667.0, 1667.0, 1666.6363636363637, 1667.0, 1669.0, 1670.2, 1670.6, 1673.0, 1673.4, 1673.0, 1675.2, 1676.0, 1676.0, 1676.0, 1676.0, 1676.0, 1675.0, 1674.6, 1672.2, 1671.8]","[10.0, 10.0, 10.0, 10.0, 10.0, 1057.8, 1673.8, 1671.0, 1667.8, 1667.0, 1667.0, 1667.0, 1666.6363636363637, 1667.0, 1669.0, 1670.2, 1670.6, 1673.0, 1673.4, 1673.0, 1675.2, 1676.0, 1676.0, 1676.0, 1676.0, 1676.0, 1675.0, 1674.6, 1672.2, 1671.8]","[9.0, 9.0, 9.0, 9.0, 9.0, 1.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.42800000000000005, 0.42800000000000005, 0.438, 0.422, 0.43, 0.8879999999999999, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",30
Airfryer,1,"[35.220000000000006, 35.1, 35.175000000000004, 35.1875, 35.199999999999996, 35.275, 35.271428571428565, 35.25714285714286, 35.1, 35.15833333333333, 35.21666666666667, 35.125, 35.25, 35.142857142857146, 35.2, 35.3, 35.2, 35.3, 35.285714285714285, 35.339999999999996, 35.375, 35.333333333333336, 35.24285714285714, 35.31428571428571, 35.36, 35.357142857142854, 35.34285714285714, 35.3, 35.349999999999994, 35.32, 35.4, 35.3, 35.3, 35.387499999999996, 35.5, 35.375, 35.34285714285714, 35.285714285714285, 35.34285714285714, 35.4, 35.3, 35.31428571428571, 35.28333333333333, 35.3, 35.42857142857143, 35.4, 35.324999999999996, 35.28333333333333, 35.291666666666664, 35.3, 35.41428571428571, 35.266666666666666, 35.3125, 35.36666666666667, 35.480000000000004, 35.31666666666666, 35.44, 35.44285714285714, 736.0642857142857, 1436.685714285714]","[35.220000000000006, 35.1, 35.175000000000004, 35.1875, 35.199999999999996, 35.275, 35.271428571428565, 35.25714285714286, 35.1, 35.15833333333333, 35.21666666666667, 35.125, 35.25, 35.142857142857146, 35.2, 35.3, 35.2, 35.3, 35.285714285714285, 35.339999999999996, 35.375, 35.333333333333336, 35.24285714285714, 35.31428571428571, 35.36, 35.357142857142854, 35.34285714285714, 35.3, 35.349999999999994, 35.32, 35.4, 35.3, 35.3, 35.387499999999996, 35.5, 35.375, 35.34285714285714, 35.285714285714285, 35.34285714285714, 35.4, 35.3, 35.31428571428571, 35.28333333333333, 35.3, 35.42857142857143, 35.4, 35.324999999999996, 35.28333333333333, 35.291666666666664, 35.3, 35.41428571428571, 35.266666666666666, 35.3125, 35.36666666666667, 35.480000000000004, 35.31666666666666, 35.44, 35.44285714285714, 736.0642857142857, 1436.685714285714]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",60
Airfryer,2,"[34.5, 34.5, 34.471428571428575, 34.519999999999996, 34.650000000000006, 34.528571428571425, 34.483333333333334, 34.525, 34.471428571428575, 34.457142857142856, 34.6, 34.57142857142857, 34.57142857142857, 34.57142857142857, 34.542857142857144, 34.51428571428571, 34.6, 34.519999999999996, 34.6, 34.5875, 34.55714285714286, 34.519999999999996, 34.483333333333334, 34.5, 34.625, 34.525, 34.42, 34.51428571428571, 34.58571428571429, 34.6, 34.46666666666667, 34.5, 34.53333333333333, 34.56666666666667, 34.6, 34.55714285714286, 34.6, 34.65714285714286, 34.67142857142857, 34.55714285714286, 34.6, 34.650000000000006, 34.65, 34.6, 34.733333333333334, 34.71666666666667, 34.642857142857146, 34.65714285714286, 34.61666666666667, 34.7, 34.7, 34.7125, 34.74285714285714, 34.7, 34.737500000000004, 34.7, 34.75, 34.7, 34.660000000000004, 1495.8999999999999]","[34.5, 34.5, 34.471428571428575, 34.519999999999996, 34.650000000000006, 34.528571428571425, 34.483333333333334, 34.525, 34.471428571428575, 34.457142857142856, 34.6, 34.57142857142857, 34.57142857142857, 34.57142857142857, 34.542857142857144, 34.51428571428571, 34.6, 34.519999999999996, 34.6, 34.5875, 34.55714285714286, 34.519999999999996, 34.483333333333334, 34.5, 34.625, 34.525, 34.42, 34.51428571428571, 34.58571428571429, 34.6, 34.46666666666667, 34.5, 34.53333333333333, 34.56666666666667, 34.6, 34.55714285714286, 34.6, 34.65714285714286, 34.67142857142857, 34.55714285714286, 34.6, 34.650000000000006, 34.65, 34.6, 34.733333333333334, 34.71666666666667, 34.642857142857146, 34.65714285714286, 34.61666666666667, 34.7, 34.7, 34.7125, 34.74285714285714, 34.7, 34.737500000000004, 34.7, 34.75, 34.7, 34.660000000000004, 1495.8999999999999]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",60
Airfryer,3,"[34.85, 34.92857142857143, 34.91428571428571, 34.9, 34.925, 34.93333333333333, 34.92857142857143, 34.93333333333333, 34.9, 34.9, 34.84285714285714, 34.885714285714286, 34.9, 34.95, 34.949999999999996, 34.971428571428575, 34.916666666666664, 34.85, 35.0, 34.800000000000004, 34.84285714285714, 34.9, 34.94285714285714, 34.88333333333333, 34.849999999999994, 34.81666666666667, 34.8625, 34.9, 34.82857142857143, 34.9, 34.8, 35.0, 34.8, 34.849999999999994, 34.925, 34.9, 34.785714285714285, 34.84285714285714, 34.84285714285714, 34.75, 34.885714285714286, 34.8, 34.8, 34.82, 34.8, 34.84285714285714, 34.875, 34.733333333333334, 34.82857142857143, 34.875, 34.75, 34.916666666666664, 34.82, 34.81666666666667, 34.75, 34.9, 34.857142857142854, 34.7, 38.8, 1519.8]","[34.85, 34.92857142857143, 34.91428571428571, 34.9, 34.925, 34.93333333333333, 34.92857142857143, 34.93333333333333, 34.9, 34.9, 34.84285714285714, 34.885714285714286, 34.9, 34.95, 34.949999999999996, 34.971428571428575, 34.916666666666664, 34.85, 35.0, 34.800000000000004, 34.84285714285714, 34.9, 34.94285714285714, 34.88333333333333, 34.849999999999994, 34.81666666666667, 34.8625, 34.9, 34.82857142857143, 34.9, 34.8, 35.0, 34.8, 34.849999999999994, 34.925, 34.9, 34.785714285714285, 34.84285714285714, 34.84285714285714, 34.75, 34.885714285714286, 34.8, 34.8, 34.82, 34.8, 34.84285714285714, 34.875, 34.733333333333334, 34.82857142857143, 34.875, 34.75, 34.916666666666664, 34.82, 34.81666666666667, 34.75, 34.9, 34.857142857142854, 34.7, 38.8, 1519.8]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",60
Airfryer,4,"[34.199999999999996, 34.075, 34.1, 34.06, 34.08714285714286, 34.114285714285714, 34.166666666666664, 34.0, 34.160000000000004, 34.166666666666664, 34.275, 34.21666666666666, 34.2, 34.23333333333333, 34.1, 34.18, 34.271428571428565, 34.18571428571429, 34.214285714285715, 34.25, 34.3, 34.15, 34.31666666666667, 34.22, 34.38, 34.2, 34.4, 34.4, 34.36666666666667, 34.275, 34.349999999999994, 34.2, 34.26666666666667, 34.285714285714285, 34.25714285714286, 34.25, 34.260000000000005, 34.357142857142854, 34.333333333333336, 34.279999999999994, 34.3, 34.4, 34.2, 34.166666666666664, 34.43333333333333, 34.4, 34.357142857142854, 34.41428571428571, 34.4, 34.333333333333336, 34.4, 34.45, 34.2, 34.475, 34.375, 34.4, 34.46666666666667, 34.339999999999996, 34.4, 155.2]","[34.199999999999996, 34.075, 34.1, 34.06, 34.08714285714286, 34.114285714285714, 34.166666666666664, 34.0, 34.160000000000004, 34.166666666666664, 34.275, 34.21666666666666, 34.2, 34.23333333333333, 34.1, 34.18, 34.271428571428565, 34.18571428571429, 34.214285714285715, 34.25, 34.3, 34.15, 34.31666666666667, 34.22, 34.38, 34.2, 34.4, 34.4, 34.36666666666667, 34.275, 34.349999999999994, 34.2, 34.26666666666667, 34.285714285714285, 34.25714285714286, 34.25, 34.260000000000005, 34.357142857142854, 34.333333333333336, 34.279999999999994, 34.3, 34.4, 34.2, 34.166666666666664, 34.43333333333333, 34.4, 34.357142857142854, 34.41428571428571, 34.4, 34.333333333333336, 34.4, 34.45, 34.2, 34.475, 34.375, 34.4, 34.46666666666667, 34.339999999999996, 34.4, 155.2]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",60
