run_id,Time,Power,ApparentPower,ReactivePower,Factor,Voltage,Current
c0509199-3584-491e-a27b-3382a46c51fd,2026-07-01T15:27:30,5,7,6,0.64,231,0.032
c0509199-3584-491e-a27b-3382a46c51fd,2026-07-01T15:27:31,5,7,6,0.65,231,0.032
c0509199-3584-491e-a27b-3382a46c51fd,2026-07-01T15:27:31,5,7,6,0.65,231,0.032
c0509199-3584-491e-a27b-3382a46c51fd,2026-07-01T15:27:31,5,7,6,0.65,231,0.032
c0509199-3584-491e-a27b-3382a46c51fd,2026-07-01T15:27:31,5,10,9,0.45,231,0.045
c0509199-3584-491e-a27b-3382a46c51fd,2026-07-01T15:27:31,5,10,9,0.45,231,0.045
c0509199-3584-491e-a27b-3382a46c51fd,2026-07-01T15:27:31,5,10,9,0.45,231,0.045
c0509199-3584-491e-a27b-3382a46c51fd,2026-07-01T15:27:31,5,10,9,0.45,231,0.045
c0509199-3584-491e-a27b-3382a46c51fd,2026-07-01T15:27:31,5,10,9,0.44,231,0.045
c0509199-3584-491e-a27b-3382a46c51fd,2026-07-01T15:27:31,5,10,9,0.44,231,0.045
c0509199-3584-491e-a27b-3382a46c51fd,2026-07-01T15:27:31,5,10,9,0.44,231,0.045
c0509199-3584-491e-a27b-3382a46c51fd,2026-07-01T15:27:31,5,10,9,0.44,231,0.045
c0509199-3584-491e-a27b-3382a46c51fd,2026-07-01T15:27:32,5,10,9,0.43,231,0.045
c0509199-3584-491e-a27b-3382a46c51fd,2026-07-01T15:27:32,5,10,9,0.43,231,0.045
c0509199-3584-491e-a27b-3382a46c51fd,2026-07-01T15:27:32,5,10,9,0.43,230,0.045
c0509199-3584-491e-a27b-3382a46c51fd,2026-07-01T15:27:32,5,10,9,0.43,230,0.045
c0509199-3584-491e-a27b-3382a46c51fd,2026-07-01T15:27:32,5,10,9,0.45,230,0.045
c0509199-3584-491e-a27b-3382a46c51fd,2026-07-01T15:27:32,5,10,9,0.45,230,0.045
c0509199-3584-491e-a27b-3382a46c51fd,2026-07-01T15:27:32,5,10,9,0.43,230,0.045
c0509199-3584-491e-a27b-3382a46c51fd,2026-07-01T15:27:32,5,10,9,0.43,230,0.045
c0509199-3584-491e-a27b-3382a46c51fd,2026-07-01T15:27:32,5,10,9,0.43,230,0.045
c0509199-3584-491e-a27b-3382a46c51fd,2026-07-01T15:27:32,5,10,9,0.43,230,0.045
c0509199-3584-491e-a27b-3382a46c51fd,2026-07-01T15:27:33,5,10,9,0.45,230,0.045
c0509199-3584-491e-a27b-3382a46c51fd,2026-07-01T15:27:33,5,10,9,0.45,230,0.045
c0509199-3584-491e-a27b-3382a46c51fd,2026-07-01T15:27:33,5,10,9,0.45,230,0.045
c0509199-3584-491e-a27b-3382a46c51fd,2026-07-01T15:27:33,5,10,9,0.45,230,0.045
c0509199-3584-491e-a27b-3382a46c51fd,2026-07-01T15:27:33,4,10,9,0.43,230,0.045
c0509199-3584-491e-a27b-3382a46c51fd,2026-07-01T15:27:33,4,10,9,0.43,230,0.045
c0509199-3584-491e-a27b-3382a46c51fd,2026-07-01T15:27:33,5,10,9,0.44,230,0.045
c0509199-3584-491e-a27b-3382a46c51fd,2026-07-01T15:27:33,5,10,9,0.44,230,0.045
c0509199-3584-491e-a27b-3382a46c51fd,2026-07-01T15:27:33,5,10,9,0.45,230,0.044
c0509199-3584-491e-a27b-3382a46c51fd,2026-07-01T15:27:33,5,10,9,0.45,230,0.044
c0509199-3584-491e-a27b-3382a46c51fd,2026-07-01T15:27:34,5,10,9,0.46,230,0.044
c0509199-3584-491e-a27b-3382a46c51fd,2026-07-01T15:27:34,5,10,9,0.46,230,0.044
c0509199-3584-491e-a27b-3382a46c51fd,2026-07-01T15:27:34,5,10,9,0.46,230,0.044
c0509199-3584-491e-a27b-3382a46c51fd,2026-07-01T15:27:34,5,10,9,0.46,230,0.044
c0509199-3584-491e-a27b-3382a46c51fd,2026-07-01T15:27:34,5,10,9,0.45,230,0.044
c0509199-3584-491e-a27b-3382a46c51fd,2026-07-01T15:27:34,5,10,9,0.45,230,0.044
c0509199-3584-491e-a27b-3382a46c51fd,2026-07-01T15:27:34,8,10,6,0.83,230,0.044
c0509199-3584-491e-a27b-3382a46c51fd,2026-07-01T15:27:34,8,10,6,0.83,230,0.044
c0509199-3584-491e-a27b-3382a46c51fd,2026-07-01T15:27:34,1377,1377,0,1.0,230,0.044
c0509199-3584-491e-a27b-3382a46c51fd,2026-07-01T15:27:34,1377,1377,0,1.0,230,0.044
