run_id,Time,Power,ApparentPower,ReactivePower,Factor,Voltage,Current
8d73ab27-25dc-4964-929d-01cd8ce9fabe,2026-07-01T15:58:27,5,6,5,0.7,231,0.028
8d73ab27-25dc-4964-929d-01cd8ce9fabe,2026-07-01T15:58:27,5,6,5,0.7,231,0.028
8d73ab27-25dc-4964-929d-01cd8ce9fabe,2026-07-01T15:58:27,5,6,5,0.7,231,0.028
8d73ab27-25dc-4964-929d-01cd8ce9fabe,2026-07-01T15:58:27,5,6,5,0.7,231,0.028
8d73ab27-25dc-4964-929d-01cd8ce9fabe,2026-07-01T15:58:27,5,6,5,0.7,231,0.028
8d73ab27-25dc-4964-929d-01cd8ce9fabe,2026-07-01T15:58:27,5,6,5,0.7,231,0.028
8d73ab27-25dc-4964-929d-01cd8ce9fabe,2026-07-01T15:58:27,5,6,5,0.7,231,0.028
8d73ab27-25dc-4964-929d-01cd8ce9fabe,2026-07-01T15:58:27,4,6,5,0.68,231,0.028
8d73ab27-25dc-4964-929d-01cd8ce9fabe,2026-07-01T15:58:27,4,6,5,0.68,231,0.028
8d73ab27-25dc-4964-929d-01cd8ce9fabe,2026-07-01T15:58:28,4,6,5,0.68,231,0.028
8d73ab27-25dc-4964-929d-01cd8ce9fabe,2026-07-01T15:58:28,4,6,5,0.68,231,0.028
8d73ab27-25dc-4964-929d-01cd8ce9fabe,2026-07-01T15:58:28,5,10,9,0.44,231,0.044
8d73ab27-25dc-4964-929d-01cd8ce9fabe,2026-07-01T15:58:28,5,10,9,0.44,231,0.044
8d73ab27-25dc-4964-929d-01cd8ce9fabe,2026-07-01T15:58:28,5,10,9,0.44,231,0.044
8d73ab27-25dc-4964-929d-01cd8ce9fabe,2026-07-01T15:58:28,5,10,9,0.44,231,0.044
8d73ab27-25dc-4964-929d-01cd8ce9fabe,2026-07-01T15:58:28,4,10,9,0.42,231,0.044
8d73ab27-25dc-4964-929d-01cd8ce9fabe,2026-07-01T15:58:28,4,10,9,0.42,231,0.044
8d73ab27-25dc-4964-929d-01cd8ce9fabe,2026-07-01T15:58:28,4,10,9,0.42,231,0.044
8d73ab27-25dc-4964-929d-01cd8ce9fabe,2026-07-01T15:58:28,4,10,9,0.42,231,0.044
8d73ab27-25dc-4964-929d-01cd8ce9fabe,2026-07-01T15:58:29,5,10,9,0.44,231,0.044
8d73ab27-25dc-4964-929d-01cd8ce9fabe,2026-07-01T15:58:29,5,10,9,0.44,231,0.044
8d73ab27-25dc-4964-929d-01cd8ce9fabe,2026-07-01T15:58:29,4,10,9,0.42,231,0.044
8d73ab27-25dc-4964-929d-01cd8ce9fabe,2026-07-01T15:58:29,4,10,9,0.42,231,0.044
8d73ab27-25dc-4964-929d-01cd8ce9fabe,2026-07-01T15:58:29,4,10,9,0.42,231,0.044
8d73ab27-25dc-4964-929d-01cd8ce9fabe,2026-07-01T15:58:29,4,10,9,0.42,231,0.044
8d73ab27-25dc-4964-929d-01cd8ce9fabe,2026-07-01T15:58:29,4,10,9,0.43,231,0.044
8d73ab27-25dc-4964-929d-01cd8ce9fabe,2026-07-01T15:58:29,4,10,9,0.43,231,0.044
8d73ab27-25dc-4964-929d-01cd8ce9fabe,2026-07-01T15:58:29,4,10,9,0.43,231,0.044
8d73ab27-25dc-4964-929d-01cd8ce9fabe,2026-07-01T15:58:29,4,10,9,0.43,231,0.044
8d73ab27-25dc-4964-929d-01cd8ce9fabe,2026-07-01T15:58:30,5,10,9,0.45,231,0.044
8d73ab27-25dc-4964-929d-01cd8ce9fabe,2026-07-01T15:58:30,4,10,9,0.43,231,0.044
8d73ab27-25dc-4964-929d-01cd8ce9fabe,2026-07-01T15:58:30,4,10,9,0.43,231,0.044
8d73ab27-25dc-4964-929d-01cd8ce9fabe,2026-07-01T15:58:30,4,10,9,0.43,231,0.044
8d73ab27-25dc-4964-929d-01cd8ce9fabe,2026-07-01T15:58:30,4,10,9,0.43,231,0.044
8d73ab27-25dc-4964-929d-01cd8ce9fabe,2026-07-01T15:58:30,5,10,9,0.44,231,0.044
8d73ab27-25dc-4964-929d-01cd8ce9fabe,2026-07-01T15:58:30,5,10,9,0.44,231,0.044
8d73ab27-25dc-4964-929d-01cd8ce9fabe,2026-07-01T15:58:30,5,10,9,0.44,231,0.044
8d73ab27-25dc-4964-929d-01cd8ce9fabe,2026-07-01T15:58:30,5,10,9,0.44,231,0.044
8d73ab27-25dc-4964-929d-01cd8ce9fabe,2026-07-01T15:58:31,4,10,9,0.42,231,0.044
8d73ab27-25dc-4964-929d-01cd8ce9fabe,2026-07-01T15:58:31,4,10,9,0.42,231,0.044
8d73ab27-25dc-4964-929d-01cd8ce9fabe,2026-07-01T15:58:31,4,10,9,0.42,231,0.044
8d73ab27-25dc-4964-929d-01cd8ce9fabe,2026-07-01T15:58:31,4,10,9,0.42,231,0.044
8d73ab27-25dc-4964-929d-01cd8ce9fabe,2026-07-01T15:58:31,5,10,9,0.44,230,0.044
8d73ab27-25dc-4964-929d-01cd8ce9fabe,2026-07-01T15:58:31,5,10,9,0.44,230,0.044
8d73ab27-25dc-4964-929d-01cd8ce9fabe,2026-07-01T15:58:31,5,10,9,0.45,230,0.044
8d73ab27-25dc-4964-929d-01cd8ce9fabe,2026-07-01T15:58:31,5,10,9,0.45,230,0.044
8d73ab27-25dc-4964-929d-01cd8ce9fabe,2026-07-01T15:58:31,5,10,9,0.45,230,0.044
8d73ab27-25dc-4964-929d-01cd8ce9fabe,2026-07-01T15:58:32,4,10,9,0.43,230,0.044
8d73ab27-25dc-4964-929d-01cd8ce9fabe,2026-07-01T15:58:32,4,10,9,0.43,230,0.044
8d73ab27-25dc-4964-929d-01cd8ce9fabe,2026-07-01T15:58:32,4,10,9,0.43,230,0.044
8d73ab27-25dc-4964-929d-01cd8ce9fabe,2026-07-01T15:58:32,4,10,9,0.43,230,0.044
8d73ab27-25dc-4964-929d-01cd8ce9fabe,2026-07-01T15:58:32,5,10,9,0.44,230,0.044
8d73ab27-25dc-4964-929d-01cd8ce9fabe,2026-07-01T15:58:32,5,10,9,0.44,230,0.044
8d73ab27-25dc-4964-929d-01cd8ce9fabe,2026-07-01T15:58:32,5,10,9,0.44,230,0.044
8d73ab27-25dc-4964-929d-01cd8ce9fabe,2026-07-01T15:58:32,5,10,9,0.44,230,0.044
8d73ab27-25dc-4964-929d-01cd8ce9fabe,2026-07-01T15:58:33,4,10,9,0.44,230,0.043
8d73ab27-25dc-4964-929d-01cd8ce9fabe,2026-07-01T15:58:33,4,10,9,0.44,230,0.043
8d73ab27-25dc-4964-929d-01cd8ce9fabe,2026-07-01T15:58:33,4,10,9,0.44,230,0.043
8d73ab27-25dc-4964-929d-01cd8ce9fabe,2026-07-01T15:58:33,4,10,9,0.44,230,0.043
8d73ab27-25dc-4964-929d-01cd8ce9fabe,2026-07-01T15:58:33,5,10,9,0.45,230,0.043
8d73ab27-25dc-4964-929d-01cd8ce9fabe,2026-07-01T15:58:33,5,10,9,0.45,230,0.043
8d73ab27-25dc-4964-929d-01cd8ce9fabe,2026-07-01T15:58:33,5,10,9,0.46,230,0.043
8d73ab27-25dc-4964-929d-01cd8ce9fabe,2026-07-01T15:58:33,5,10,9,0.46,231,0.043
8d73ab27-25dc-4964-929d-01cd8ce9fabe,2026-07-01T15:58:33,5,10,9,0.46,231,0.043
8d73ab27-25dc-4964-929d-01cd8ce9fabe,2026-07-01T15:58:34,4,10,9,0.43,231,0.043
8d73ab27-25dc-4964-929d-01cd8ce9fabe,2026-07-01T15:58:34,4,10,9,0.43,231,0.043
8d73ab27-25dc-4964-929d-01cd8ce9fabe,2026-07-01T15:58:34,4,10,9,0.43,231,0.043
8d73ab27-25dc-4964-929d-01cd8ce9fabe,2026-07-01T15:58:34,5,10,9,0.45,231,0.043
8d73ab27-25dc-4964-929d-01cd8ce9fabe,2026-07-01T15:58:34,5,10,9,0.45,231,0.043
8d73ab27-25dc-4964-929d-01cd8ce9fabe,2026-07-01T15:58:34,5,10,9,0.45,231,0.043
8d73ab27-25dc-4964-929d-01cd8ce9fabe,2026-07-01T15:58:34,5,10,9,0.45,231,0.043
8d73ab27-25dc-4964-929d-01cd8ce9fabe,2026-07-01T15:58:34,4,10,9,0.44,231,0.043
8d73ab27-25dc-4964-929d-01cd8ce9fabe,2026-07-01T15:58:34,4,10,9,0.44,231,0.043
8d73ab27-25dc-4964-929d-01cd8ce9fabe,2026-07-01T15:58:35,4,10,9,0.44,231,0.043
8d73ab27-25dc-4964-929d-01cd8ce9fabe,2026-07-01T15:58:35,4,10,9,0.44,231,0.043
8d73ab27-25dc-4964-929d-01cd8ce9fabe,2026-07-01T15:58:35,4,10,9,0.44,231,0.043
8d73ab27-25dc-4964-929d-01cd8ce9fabe,2026-07-01T15:58:35,4,10,9,0.44,231,0.043
8d73ab27-25dc-4964-929d-01cd8ce9fabe,2026-07-01T15:58:35,4,10,9,0.42,231,0.044
8d73ab27-25dc-4964-929d-01cd8ce9fabe,2026-07-01T15:58:35,4,10,9,0.42,231,0.044
8d73ab27-25dc-4964-929d-01cd8ce9fabe,2026-07-01T15:58:35,4,10,9,0.42,231,0.044
8d73ab27-25dc-4964-929d-01cd8ce9fabe,2026-07-01T15:58:35,4,10,9,0.42,231,0.044
8d73ab27-25dc-4964-929d-01cd8ce9fabe,2026-07-01T15:58:35,4,10,9,0.43,231,0.044
8d73ab27-25dc-4964-929d-01cd8ce9fabe,2026-07-01T15:58:35,4,10,9,0.43,231,0.044
8d73ab27-25dc-4964-929d-01cd8ce9fabe,2026-07-01T15:58:36,5,10,9,0.44,231,0.044
8d73ab27-25dc-4964-929d-01cd8ce9fabe,2026-07-01T15:58:36,5,10,9,0.44,231,0.044
8d73ab27-25dc-4964-929d-01cd8ce9fabe,2026-07-01T15:58:36,5,10,9,0.44,230,0.044
8d73ab27-25dc-4964-929d-01cd8ce9fabe,2026-07-01T15:58:36,5,10,9,0.44,230,0.044
8d73ab27-25dc-4964-929d-01cd8ce9fabe,2026-07-01T15:58:36,4,10,9,0.42,230,0.044
8d73ab27-25dc-4964-929d-01cd8ce9fabe,2026-07-01T15:58:36,4,10,9,0.42,230,0.044
8d73ab27-25dc-4964-929d-01cd8ce9fabe,2026-07-01T15:58:36,4,10,9,0.43,230,0.044
8d73ab27-25dc-4964-929d-01cd8ce9fabe,2026-07-01T15:58:36,4,10,9,0.43,230,0.044
8d73ab27-25dc-4964-929d-01cd8ce9fabe,2026-07-01T15:58:37,4,10,9,0.43,230,0.044
8d73ab27-25dc-4964-929d-01cd8ce9fabe,2026-07-01T15:58:37,5,10,9,0.44,230,0.044
8d73ab27-25dc-4964-929d-01cd8ce9fabe,2026-07-01T15:58:37,5,10,9,0.44,230,0.044
8d73ab27-25dc-4964-929d-01cd8ce9fabe,2026-07-01T15:58:37,4,10,9,0.43,230,0.044
8d73ab27-25dc-4964-929d-01cd8ce9fabe,2026-07-01T15:58:37,4,10,9,0.43,230,0.044
8d73ab27-25dc-4964-929d-01cd8ce9fabe,2026-07-01T15:58:37,4,10,9,0.43,230,0.044
8d73ab27-25dc-4964-929d-01cd8ce9fabe,2026-07-01T15:58:37,4,10,9,0.43,230,0.044
8d73ab27-25dc-4964-929d-01cd8ce9fabe,2026-07-01T15:58:37,4,10,9,0.43,230,0.044
8d73ab27-25dc-4964-929d-01cd8ce9fabe,2026-07-01T15:58:37,4,10,9,0.43,230,0.044
8d73ab27-25dc-4964-929d-01cd8ce9fabe,2026-07-01T15:58:38,4,10,9,0.43,230,0.044
8d73ab27-25dc-4964-929d-01cd8ce9fabe,2026-07-01T15:58:38,4,10,9,0.43,230,0.044
8d73ab27-25dc-4964-929d-01cd8ce9fabe,2026-07-01T15:58:38,5,10,9,0.44,230,0.044
8d73ab27-25dc-4964-929d-01cd8ce9fabe,2026-07-01T15:58:38,5,10,9,0.44,230,0.044
8d73ab27-25dc-4964-929d-01cd8ce9fabe,2026-07-01T15:58:38,5,10,9,0.44,230,0.044
8d73ab27-25dc-4964-929d-01cd8ce9fabe,2026-07-01T15:58:38,5,10,9,0.44,230,0.044
8d73ab27-25dc-4964-929d-01cd8ce9fabe,2026-07-01T15:58:38,5,10,9,0.44,231,0.044
8d73ab27-25dc-4964-929d-01cd8ce9fabe,2026-07-01T15:58:38,5,10,9,0.44,231,0.044
8d73ab27-25dc-4964-929d-01cd8ce9fabe,2026-07-01T15:58:38,5,10,9,0.44,231,0.044
8d73ab27-25dc-4964-929d-01cd8ce9fabe,2026-07-01T15:58:38,5,10,9,0.44,231,0.044
8d73ab27-25dc-4964-929d-01cd8ce9fabe,2026-07-01T15:58:39,5,10,9,0.44,231,0.044
8d73ab27-25dc-4964-929d-01cd8ce9fabe,2026-07-01T15:58:39,4,10,9,0.43,231,0.044
8d73ab27-25dc-4964-929d-01cd8ce9fabe,2026-07-01T15:58:39,4,10,9,0.43,231,0.044
8d73ab27-25dc-4964-929d-01cd8ce9fabe,2026-07-01T15:58:39,4,10,9,0.43,231,0.044
8d73ab27-25dc-4964-929d-01cd8ce9fabe,2026-07-01T15:58:39,4,10,9,0.43,231,0.044
8d73ab27-25dc-4964-929d-01cd8ce9fabe,2026-07-01T15:58:39,5,10,9,0.45,231,0.044
8d73ab27-25dc-4964-929d-01cd8ce9fabe,2026-07-01T15:58:39,5,10,9,0.45,231,0.044
8d73ab27-25dc-4964-929d-01cd8ce9fabe,2026-07-01T15:58:39,4,10,9,0.42,231,0.044
8d73ab27-25dc-4964-929d-01cd8ce9fabe,2026-07-01T15:58:39,4,10,9,0.42,231,0.044
8d73ab27-25dc-4964-929d-01cd8ce9fabe,2026-07-01T15:58:40,4,10,9,0.42,231,0.044
8d73ab27-25dc-4964-929d-01cd8ce9fabe,2026-07-01T15:58:40,4,10,9,0.42,231,0.044
8d73ab27-25dc-4964-929d-01cd8ce9fabe,2026-07-01T15:58:40,5,10,9,0.45,231,0.044
8d73ab27-25dc-4964-929d-01cd8ce9fabe,2026-07-01T15:58:40,5,10,9,0.45,231,0.044
8d73ab27-25dc-4964-929d-01cd8ce9fabe,2026-07-01T15:58:40,5,10,9,0.45,231,0.044
8d73ab27-25dc-4964-929d-01cd8ce9fabe,2026-07-01T15:58:40,5,10,9,0.45,231,0.044
8d73ab27-25dc-4964-929d-01cd8ce9fabe,2026-07-01T15:58:40,5,10,9,0.45,231,0.044
8d73ab27-25dc-4964-929d-01cd8ce9fabe,2026-07-01T15:58:41,4,10,9,0.43,231,0.044
8d73ab27-25dc-4964-929d-01cd8ce9fabe,2026-07-01T15:58:41,4,10,9,0.43,231,0.044
8d73ab27-25dc-4964-929d-01cd8ce9fabe,2026-07-01T15:58:41,5,10,9,0.44,231,0.044
8d73ab27-25dc-4964-929d-01cd8ce9fabe,2026-07-01T15:58:41,5,10,9,0.44,231,0.044
8d73ab27-25dc-4964-929d-01cd8ce9fabe,2026-07-01T15:58:41,5,10,9,0.44,231,0.044
